"num1","num2","dec1","unit1","dec2","unit2","dec_dist","unit_dist","num_dist","min_dec","max_dec","min_unit","max_unit","min_num","max_num","vig1","vig2","b20u1","b20u2","within_dec","within_vig","comp","comp_b20","greater60","smaller60","num1_greater","num2_greater","condition","orig_item","dist_discrepancy","dec_pair","matched_group","stim1","stim2","stim1_correct","is_null","isi","stim_shift"
83,97,8,3,9,7,1,4,14,8,9,3,7,83,97,8,8,3,17,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20w","83_97",0,"80s_90s","80s_90s_0","83","97  ",0,0,1334.8413445368033,"stim2-tilt-left"
57,58,5,7,5,8,0,1,1,5,5,7,8,57,58,5,5,7,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","57_58",0,"50s_50s","50s_50s_0","57","58",0,0,1064.8587456988778,"no-tilt"
67,92,6,7,9,2,3,5,25,6,9,2,7,67,92,6,8,7,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,"gr60_b10i_b20c","62_97",10,"60s_90s","60s_90s_0","67","  92",0,0,2369.0702464285423,"stim2-tilt-right"
98,63,9,8,6,3,3,5,35,6,9,3,8,63,98,8,6,18,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","63_98",0,"60s_90s","60s_90s_1","98  ","63",1,0,1721.6976134290608,"stim1-tilt-left"
78,62,7,8,6,2,1,6,16,6,7,2,8,62,78,6,6,18,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20w","62_78",0,"60s_70s","60s_70s_1","  78","62",1,0,1525.2990700743871,"stim1-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","  ##",NA,1,1430.7517298384143,"stim2-tilt-right"
75,89,7,5,8,9,1,4,14,7,8,5,9,75,89,6,8,15,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20i","75_89",0,"70s_80s","70s_80s_0","75","89  ",0,0,1231.5435652090387,"stim2-tilt-left"
49,43,4,9,4,3,0,6,6,4,4,3,9,43,49,4,4,9,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","43_49",0,"40s_40s","40s_40s_1","  49","43",1,0,1042.4429379478856,"stim1-tilt-right"
38,36,3,8,3,6,0,2,2,3,3,6,8,36,38,3,3,8,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","36_38",0,"30s_30s","30s_30s_1","38  ","36",1,0,2044.0769129330913,"stim1-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1263.3256740898485,"no-tilt"
89,73,8,9,7,3,1,6,16,7,8,3,9,73,89,8,6,9,13,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20i","73_89",0,"70s_80s","70s_80s_1","89","73",1,0,1326.342326093221,"no-tilt"
