"num1","num2","dec1","unit1","dec2","unit2","dec_dist","unit_dist","num_dist","min_dec","max_dec","min_unit","max_unit","min_num","max_num","vig1","vig2","b20u1","b20u2","within_dec","within_vig","comp","comp_b20","greater60","smaller60","num1_greater","num2_greater","condition","orig_item","dist_discrepancy","dec_pair","matched_group","stim1","stim2","stim1_correct","is_null","isi","stim_shift"
24,27,2,4,2,7,0,3,3,2,2,4,7,24,27,2,2,4,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","24_27",0,"20s_20s","20s_20s_0","24","  27",0,0,1360.2614868044395,"stim2-tilt-right"
64,97,6,4,9,7,3,3,33,6,9,4,7,64,97,6,8,4,17,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","64_97",0,"60s_90s","60s_90s_0","64  ","97",0,0,1075.2600916894771,"stim1-tilt-left"
82,74,8,2,7,4,1,2,8,7,8,2,4,74,82,8,6,2,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","72_84",4,"70s_80s","70s_80s_1","82","74",1,0,1507.5427999134524,"no-tilt"
78,93,7,8,9,3,2,5,15,7,9,3,8,78,93,6,8,18,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20i","73_98",10,"70s_90s","70s_90s_0","78","93  ",0,0,1036.7249731801758,"stim2-tilt-left"
85,79,8,5,7,9,1,4,6,7,8,5,9,79,85,8,6,5,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","75_89",8,"70s_80s","70s_80s_1","  85","79",1,0,1257.767013947313,"stim1-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"  ##","##",NA,1,2108.5713099163017,"stim1-tilt-right"
69,78,6,9,7,8,1,1,9,6,7,8,9,69,78,6,6,9,18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20w","68_79",2,"60s_70s","60s_70s_0","69","  78",0,0,1949.401859851226,"stim2-tilt-right"
67,94,6,7,9,4,3,3,27,6,9,4,7,67,94,6,8,7,14,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,"gr60_b10i_b20c","64_97",6,"60s_90s","60s_90s_0","67","94",0,0,1107.2107392856276,"no-tilt"
49,25,4,9,2,5,2,4,24,2,4,5,9,25,49,4,2,9,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","25_49",0,"20s_40s","20s_40s_1","49  ","25",1,0,1026.783444642998,"stim1-tilt-left"
28,53,2,8,5,3,3,5,25,2,5,3,8,28,53,2,5,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","23_58",10,"20s_50s","20s_50s_0","28","53  ",0,0,1192.8122656627881,"stim2-tilt-left"
