"num1","num2","dec1","unit1","dec2","unit2","dec_dist","unit_dist","num_dist","min_dec","max_dec","min_unit","max_unit","min_num","max_num","vig1","vig2","b20u1","b20u2","within_dec","within_vig","comp","comp_b20","greater60","smaller60","num1_greater","num2_greater","condition","orig_item","dist_discrepancy","dec_pair","matched_group","stim1","stim2","stim1_correct","is_null","isi","stim_shift"
72,64,7,2,6,4,1,2,8,6,7,2,4,64,72,6,6,12,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20w","62_74",4,"60s_70s","60s_70s_1","72  ","64",1,0,1602.0599913279623,"stim1-tilt-left"
32,49,3,2,4,9,1,7,17,3,4,2,9,32,49,3,4,2,9,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,1,"sm60_b10c_b20c","32_49",0,"30s_40s","30s_40s_0","32","49",0,0,1181.0429198553156,"no-tilt"
53,27,5,3,2,7,3,4,26,2,5,3,7,27,53,5,2,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","23_57",8,"20s_50s","20s_50s_1","53","27  ",1,0,1360.2614868044395,"stim2-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","  ##",NA,1,1399.0930683995603,"stim2-tilt-right"
93,67,9,3,6,7,3,4,26,6,9,3,7,67,93,8,6,13,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,"gr60_b10i_b20c","63_97",8,"60s_90s","60s_90s_1","  93","67",1,0,1369.0702464285425,"stim1-tilt-right"
63,79,6,3,7,9,1,6,16,6,7,3,9,63,79,6,6,3,19,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20w","63_79",0,"60s_70s","60s_70s_0","63","79",0,0,1062.4127002279317,"no-tilt"
82,67,8,2,6,7,2,5,15,6,8,2,7,67,82,8,6,2,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","62_87",10,"60s_80s","60s_80s_1","82","  67",1,0,1044.4798462563904,"stim2-tilt-right"
98,63,9,8,6,3,3,5,35,6,9,3,8,63,98,8,6,18,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","63_98",0,"60s_90s","60s_90s_1","98  ","63",1,0,1121.8661069710142,"stim1-tilt-left"
64,85,6,4,8,5,2,1,21,6,8,4,5,64,85,6,8,4,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","64_85",0,"60s_80s","60s_80s_0","64","85  ",0,0,1414.982469325563,"stim2-tilt-left"
56,34,5,6,3,4,2,2,22,3,5,4,6,34,56,5,3,6,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","34_56",0,"30s_50s","30s_50s_1","  56","34",1,0,3000,"stim1-tilt-right"
82,76,8,2,7,6,1,4,6,7,8,2,6,76,82,8,6,2,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","72_86",8,"70s_80s","70s_80s_1","82","  76",1,0,1617.980927663424,"stim2-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1030.778795031714,"no-tilt"
83,89,8,3,8,9,0,6,6,8,8,3,9,83,89,8,8,3,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","83_89",0,"80s_80s","80s_80s_0","83  ","89",0,0,1900.1188587762827,"stim1-tilt-left"
64,67,6,4,6,7,0,3,3,6,6,4,7,64,67,6,6,4,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","64_67",0,"60s_60s","60s_60s_0","64","67  ",0,0,3000,"stim2-tilt-left"
57,24,5,7,2,4,3,3,33,2,5,4,7,24,57,5,2,7,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","24_57",0,"20s_50s","20s_50s_1","  57","24",1,0,1385.8364304793945,"stim1-tilt-right"
63,84,6,3,8,4,2,1,21,6,8,3,4,63,84,6,8,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","63_84",0,"60s_80s","60s_80s_0","63","  84",0,0,2115.7410821699846,"stim2-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##  ",NA,1,2616.0825599868795,"stim2-tilt-left"
49,43,4,9,4,3,0,6,6,4,4,3,9,43,49,4,4,9,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","43_49",0,"40s_40s","40s_40s_1","  49","43",1,0,1398.5509981780804,"stim1-tilt-right"
56,43,5,6,4,3,1,3,13,4,5,3,6,43,56,5,4,6,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","43_56",0,"40s_50s","40s_50s_1","56  ","43",1,0,1295.7807855597448,"stim1-tilt-left"
49,35,4,9,3,5,1,4,14,3,4,5,9,35,49,4,3,9,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","35_49",0,"30s_40s","30s_40s_1","49","35",1,0,1617.2515038263791,"no-tilt"
63,87,6,3,8,7,2,4,24,6,8,3,7,63,87,6,8,3,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","63_87",0,"60s_80s","60s_80s_0","63  ","87",0,0,3000,"stim1-tilt-left"
58,24,5,8,2,4,3,4,34,2,5,4,8,24,58,5,2,8,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","24_58",0,"20s_50s","20s_50s_1","58","24",1,0,1054.7576483184387,"no-tilt"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##  ",NA,1,1623.6703741800993,"stim2-tilt-left"
23,57,2,3,5,7,3,4,34,2,5,3,7,23,57,2,5,3,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,1,"sm60_b10c_b20c","23_57",0,"20s_50s","20s_50s_0","  23","57",0,0,1084.0334366582476,"stim1-tilt-right"
56,53,5,6,5,3,0,3,3,5,5,3,6,53,56,5,5,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","53_56",0,"50s_50s","50s_50s_1","56","  53",1,0,2023.3509861880489,"stim2-tilt-right"
72,69,7,2,6,9,1,7,3,6,7,2,9,69,72,6,6,12,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20w","62_79",14,"60s_70s","60s_70s_1","72","69",1,0,2397.940008672038,"no-tilt"
98,64,9,8,6,4,3,4,34,6,9,4,8,64,98,8,6,18,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","64_98",0,"60s_90s","60s_90s_1","98","  64",1,0,1973.4071877678957,"stim2-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##  ","##",NA,1,2391.50525420634,"stim1-tilt-left"
32,38,3,2,3,8,0,6,6,3,3,2,8,32,38,3,3,2,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","32_38",0,"30s_30s","30s_30s_0","  32","38",0,0,3000,"stim1-tilt-right"
64,83,6,4,8,3,2,1,19,6,8,3,4,64,83,6,8,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20i","63_84",2,"60s_80s","60s_80s_0","64","83  ",0,0,2034.0101230164432,"stim2-tilt-left"
83,97,8,3,9,7,1,4,14,8,9,3,7,83,97,8,8,3,17,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20w","83_97",0,"80s_90s","80s_90s_0","83  ","97",0,0,1378.5710734360814,"stim1-tilt-left"
49,23,4,9,2,3,2,6,26,2,4,3,9,23,49,4,2,9,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","23_49",0,"20s_40s","20s_40s_1","49","23  ",1,0,1026.783444642998,"stim2-tilt-left"
45,42,4,5,4,2,0,3,3,4,4,2,5,42,45,4,4,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","42_45",0,"40s_40s","40s_40s_1","45","  42",1,0,2333.333333333334,"stim2-tilt-right"
82,65,8,2,6,5,2,3,17,6,8,2,5,65,82,8,6,2,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","62_85",6,"60s_80s","60s_80s_1","  82","65",1,0,1508.5509354542312,"stim1-tilt-right"
74,98,7,4,9,8,2,4,24,7,9,4,8,74,98,6,8,14,18,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","74_98",0,"70s_90s","70s_90s_0","74","98",0,0,2299.2413871555773,"no-tilt"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##  ","##",NA,1,1287.9464290592032,"stim1-tilt-left"
27,53,2,7,5,3,3,4,26,2,5,3,7,27,53,2,5,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","23_57",8,"20s_50s","20s_50s_0","  27","53",0,0,1569.323441926607,"stim1-tilt-right"
47,23,4,7,2,3,2,4,24,2,4,3,7,23,47,4,2,7,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","23_47",0,"20s_40s","20s_40s_1","47","23  ",1,0,2563.7914160289374,"stim2-tilt-left"
